CustomerID,Gender,Age,Annual Income,Spending Score,Profession,Work Experience,Family Size,CLUSTER,DISTANCE
47,Female,0.0365814016,-1.284049331,0.1445337049,Artist,-1.045967986,0.1174680581,2,1.6916305838
48,Female,-0.772430365,-0.868653781,-0.141848868,Healthcare,2.0135361769,-1.404796194,1,2.2950653116
49,Female,-0.702081516,-0.715613316,-0.320837976,Healthcare,-1.045967986,0.1174680581,2,1.556371141
50,Female,-0.631732667,-1.874348271,-0.320837976,Engineer,-0.791009305,-1.404796194,2,2.6484147886
51,Female,0.001406977,-0.496984079,0.03714024,Artist,-0.791009305,-0.897374776,4,1.3550184614
52,Male,-0.561383817,-0.300217766,0.3235228131,Artist,-0.791009305,-0.897374776,4,1.4534640651
53,Female,-0.631732667,-0.80306501,0.1087358832,Artist,-0.791009305,-1.404796194,4,1.9821641782
54,Male,0.3531512234,-0.934242552,0.3235228131,Entertainment,-1.045967986,-0.897374776,4,1.6346490544
55,Female,0.0365814016,-2.027388737,-0.213444512,Marketing,-0.791009305,-1.404796194,4,2.7753253451
56,Male,-0.068941872,-0.343943613,-0.356635798,Artist,2.5234535373,-0.897374776,1,2.3279362655
57,Female,0.0717558263,-0.868653781,-0.034455403,Healthcare,1.2486601363,0.1174680581,2,1.577111437
58,Male,0.7048954697,-2.246017973,-0.17764669,Doctor,0.9937014561,-0.897374776,2,2.8505494058
59,Female,-0.772430365,-1.174734713,0.0013424183,Artist,-0.791009305,-0.389953359,2,1.5404365829
60,Male,0.1421046755,-0.475121155,-0.17764669,Lawyer,-0.791009305,1.1323108925,3,1.0967793191
61,Male,0.7400698944,-0.584435773,0.1803315265,Artist,-1.045967986,-0.897374776,4,1.435446377
62,Male,-1.053825762,-1.327775179,0.1445337049,Artist,1.2486601363,-0.897374776,2,2.0082661372
63,Female,0.6345466205,-1.327775179,0.03714024,Lawyer,-1.045967986,-0.389953359,3,1.7976027566
64,Female,0.1772791002,-1.371501026,0.2877249914,Lawyer,-0.791009305,-0.897374776,4,1.9264280597
65,Male,0.4938489219,-1.043557171,0.0013424183,Lawyer,0.7387427759,-0.897374776,4,1.8201725817
66,Male,-1.089000187,-2.22415505,0.2877249914,Entertainment,-1.045967986,-0.897374776,2,2.5181510868
67,Female,-0.209639571,-2.355332592,-0.034455403,Doctor,-1.045967986,-0.897374776,2,2.6881040793
68,Female,0.6697210451,-0.628161621,-0.106051047,Artist,0.9937014561,0.1174680581,3,1.5835830885
69,Male,-1.053825762,-0.650024544,0.2877249914,Artist,-1.045967986,0.1174680581,2,1.3261747361
70,Female,-0.596558242,-0.300217766,-0.141848868,Homemaker,-0.536050625,-0.897374776,1,1.5705718204
71,Male,0.7400698944,-0.431395308,0.1445337049,Healthcare,0.9937014561,-0.897374776,4,1.5469890105
72,Female,-0.068941872,-2.22415505,-0.320837976,Entertainment,0.9937014561,-0.897374776,2,2.5879195284
73,Female,0.388325648,-1.458952721,-0.070253225,Artist,-1.045967986,0.6248894753,3,1.603374917
74,Female,0.388325648,-2.202292126,0.1803315265,Healthcare,0.9937014561,0.1174680581,2,2.2378203449
75,Male,0.3531512234,-0.475121155,-0.141848868,Artist,-1.045967986,0.1174680581,3,1.1066486534
76,Male,-0.80760479,-1.349638102,0.1087358832,Homemaker,-1.045967986,-0.389953359,2,1.7469721502
77,Female,-0.139290722,-0.956105476,0.0729380616,Doctor,-1.045967986,-0.897374776,4,1.8245113813
78,Male,-0.315162845,-0.256491918,-0.106051047,Artist,-0.026133265,-0.389953359,2,1.2293288741
79,Female,-0.913128064,-0.300217766,0.03714024,Engineer,-0.536050625,-0.897374776,1,1.6518781717
80,Female,0.001406977,-0.278354842,-0.320837976,,-0.791009305,-1.404796194,4,1.6255358009
81,Male,0.2828023741,-1.284049331,0.0013424183,Healthcare,-1.045967986,0.1174680581,3,1.5882436844
82,Male,-0.385511694,-1.087283018,0.1445337049,Healthcare,0.4837840957,-0.389953359,2,1.2130330567
83,Male,0.6345466205,0.2026294792,-0.356635798,Artist,0.9937014561,-1.404796194,4,1.7538288907
84,Female,-0.104116297,-1.677581958,-0.249242333,Entertainment,0.9937014561,0.1174680581,2,1.8019251342
85,Female,-0.983476913,-1.896211195,0.2161293482,Marketing,-0.791009305,-0.389953359,2,1.9135369877
86,Male,-0.033767448,-1.743170729,-0.17764669,Healthcare,0.7387427759,0.6248894753,2,1.705131481
87,Female,0.2124535248,-2.180429202,0.2519271698,Artist,-1.045967986,-0.389953359,2,2.4115053219
88,Female,-0.948302488,-1.21846056,0.1445337049,Artist,0.2288254155,-0.897374776,2,1.6104780358
89,Female,-0.526209393,-0.759339163,0.3235228131,Entertainment,0.7387427759,-0.389953359,2,1.1198868513
90,Female,0.0365814016,-1.196597637,-0.17764669,Doctor,-1.045967986,-0.897374776,4,2.0478017536
91,Female,0.6697210451,-1.415226873,0.1445337049,Entertainment,-1.045967986,-0.389953359,3,1.9004378714
92,Male,-1.089000187,-1.63385611,-0.356635798,Artist,-0.791009305,0.1174680581,2,1.8033412949
93,Male,-0.033767448,-0.496984079,-0.070253225,Artist,-0.791009305,-0.897374776,4,1.4203452007
94,Female,-0.315162845,-1.743170729,-0.39243362,Entertainment,-0.791009305,-0.897374776,2,2.3090339243
95,Female,-0.596558242,-1.896211195,-0.320837976,Artist,-1.045967986,-1.404796194,2,2.7604753134
96,Male,-0.877953639,-0.671887468,0.03714024,Artist,1.5036188165,-1.404796194,1,1.9554483998
97,Female,-0.068941872,-2.377195516,-0.141848868,Artist,-1.045967986,-1.404796194,2,3.0427778968
98,Female,-0.772430365,-0.956105476,-0.034455403,Artist,-1.045967986,-0.897374776,2,1.9634346991
99,Male,-0.033767448,-1.152871789,-0.320837976,Doctor,-0.791009305,-0.897374776,3,1.9563888902
100,Male,-1.018651338,-0.671887468,-0.070253225,Engineer,-0.281091945,-0.389953359,2,1.2161559264
101,Female,-0.913128064,-0.999831323,-0.356635798,Artist,-1.045967986,0.1174680581,2,1.6457958954
102,Female,0.001406977,-2.333469668,-0.106051047,Executive,-0.791009305,1.6397323097,2,2.545545281
103,Male,0.6345466205,-0.278354842,0.2877249914,Artist,-1.045967986,-0.389953359,4,1.1827429734
104,Male,-0.80760479,-1.284049331,0.1445337049,Executive,-1.045967986,0.6248894753,2,1.4859296327
105,Male,0.001406977,-0.540709926,0.1803315265,Healthcare,1.5036188165,-0.897374776,1,1.9201981176
106,Female,-0.983476913,-0.628161621,-0.320837976,Doctor,-0.791009305,-0.897374776,1,1.8816195858
107,Female,0.5993721958,-1.480815644,-0.034455403,Homemaker,-0.281091945,-0.897374776,4,1.9984862086
108,Male,0.1772791002,-0.715613316,-0.17764669,Lawyer,-0.791009305,-1.404796194,4,1.7301001691
109,Male,0.6697210451,-2.136703355,-0.285040155,Healthcare,0.4837840957,0.6248894753,3,2.1276071898
110,Male,0.5993721958,-2.136703355,-0.106051047,Healthcare,1.2486601363,-0.389953359,2,2.5966346865
111,Male,0.5641977712,-1.677581958,0.03714024,Entertainment,-0.026133265,0.1174680581,3,1.7346846768
112,Female,-1.053825762,-1.874348271,0.1087358832,Artist,-1.045967986,-1.404796194,2,2.6549774639
113,Female,-0.385511694,-0.868653781,-0.320837976,Doctor,-0.791009305,0.6248894753,3,1.3774557631
114,Male,-1.053825762,-2.377195516,-0.17764669,Artist,-0.791009305,-1.404796194,2,2.9102472367
115,Female,-1.089000187,-0.300217766,-0.106051047,Executive,-1.045967986,-0.389953359,2,1.687689992
116,Female,-1.053825762,-1.305912255,-0.034455403,Executive,0.9937014561,0.1174680581,2,1.3997764969
117,Female,0.4938489219,-2.22415505,-0.285040155,Lawyer,-0.791009305,-1.404796194,3,2.8758520697
118,Female,0.001406977,-0.693750392,0.2877249914,Artist,-1.045967986,-0.897374776,4,1.5312117664
119,Female,0.0717558263,-0.584435773,-0.285040155,,-0.536050625,1.6397323097,3,1.382483653
120,Female,0.0365814016,-0.518847002,0.2161293482,Artist,-0.791009305,-0.897374776,4,1.284042155
121,Male,-0.772430365,-1.63385611,0.1803315265,Executive,-1.045967986,-0.389953359,2,1.8763198459
122,Female,-0.385511694,-1.327775179,-0.39243362,Executive,-0.791009305,0.1174680581,2,1.6482561669
123,Female,-0.315162845,-0.300217766,0.2519271698,Engineer,1.2486601363,0.1174680581,2,1.3012994269
124,Male,-0.350337269,-2.289743821,1.4332552839,Healthcare,-0.791009305,-0.389953359,2,2.339571446
125,Female,-0.913128064,-2.158566279,-0.786209658,Entertainment,1.2486601363,-0.897374776,2,2.7716585107
126,Female,-0.631732667,-1.415226873,0.9320857809,Marketing,-0.791009305,-0.897374776,2,1.8983795197
127,Male,-0.209639571,-0.475121155,-0.571422728,Engineer,-1.045967986,1.6397323097,3,1.5942371078
128,Male,-0.315162845,-2.333469668,1.5764465705,Artist,-1.045967986,-0.897374776,2,2.7529872744
129,Male,0.3531512234,-1.590130263,-1.430570447,Engineer,-1.045967986,-0.897374776,3,2.2426274914
130,Male,-0.385511694,-1.021694247,0.8604901377,Entertainment,0.9937014561,0.6248894753,2,1.0751693218
131,Male,-0.068941872,-0.9779684,-1.502166091,Executive,1.2486601363,0.6248894753,3,2.0362712679
132,Male,-0.350337269,-1.852485347,0.8604901377,Lawyer,-1.045967986,-0.897374776,2,2.2769135716
133,Female,-0.842779214,-1.524541492,-0.60722055,Healthcare,0.4837840957,0.1174680581,2,1.6421661691
134,Female,-0.631732667,-1.437089797,0.7172988511,Artist,0.2288254155,-1.404796194,2,2.0807602548
135,Male,-1.018651338,-0.475121155,-1.645357377,Engineer,-0.791009305,-0.897374776,1,1.9302397397
136,Female,-0.702081516,-0.409532384,1.325861819,Executive,0.2288254155,0.6248894753,2,0.752911247
137,Female,-0.174465146,-0.759339163,-1.573761734,Artist,0.2288254155,-0.897374776,1,1.6770153152
138,Male,-0.596558242,-0.56257285,0.7888944944,Artist,-0.281091945,0.1174680581,2,0.5893447806
139,Male,-1.053825762,-1.939937042,-1.466368269,Marketing,0.9937014561,0.1174680581,1,2.6524807946
140,Female,-0.491034968,-2.092977508,0.7530966727,Artist,-0.026133265,0.1174680581,2,1.621211887
141,Female,0.2828023741,-1.721307805,-1.645357377,Engineer,-1.045967986,-0.897374776,3,2.4064222547
142,Male,-0.596558242,-0.9779684,1.5048509272,Artist,-1.045967986,0.6248894753,2,1.5634308306
143,Female,-0.73725594,-1.065420094,-0.39243362,Doctor,0.2288254155,-0.389953359,2,1.4195386572
144,Female,-0.596558242,-0.56257285,1.2900639973,Lawyer,-0.791009305,-0.897374776,4,1.6955667662
145,Male,-0.842779214,-0.868653781,-1.394772626,Engineer,-1.045967986,0.6248894753,3,1.8958567937
146,Male,-0.73725594,-1.852485347,1.6480422137,Marketing,0.9937014561,0.6248894753,2,1.8854068923
147,Male,-0.033767448,-1.284049331,-0.535624906,Engineer,1.2486601363,-0.897374776,1,2.1045065072
148,Female,-0.596558242,-1.590130263,0.824692316,Lawyer,-0.791009305,-1.404796194,2,2.3516506183
149,Female,-0.526209393,-1.305912255,-1.036794409,Healthcare,0.7387427759,0.1174680581,1,1.941231013
150,Male,-0.526209393,-0.453258231,1.3974574623,Artist,0.4837840957,-0.389953359,2,1.2322924841
151,Male,-0.209639571,-1.765033652,-1.215783517,Lawyer,-1.045967986,2.6545751441,3,2.8762891949
152,Male,-0.350337269,-1.524541492,1.325861819,Engineer,-1.045967986,-1.404796194,4,2.4683894224
153,Female,-0.174465146,-2.04925166,-1.108390053,Engineer,-1.045967986,-0.897374776,3,2.5986623856
154,Female,-0.385511694,-0.409532384,0.8962879593,Artist,-0.536050625,-0.897374776,4,1.2710523476
155,Female,-0.068941872,-0.671887468,-1.251581339,Healthcare,-1.045967986,0.1174680581,3,1.2958903288
156,Female,-0.772430365,-2.202292126,1.3616596406,Marketing,0.9937014561,0.1174680581,2,2.0443590627
157,Male,-0.420686119,-2.071114584,-1.788548664,Executive,-0.791009305,-1.404796194,3,3.1113784711
158,Female,-0.666907091,-0.518847002,0.9678836026,Artist,-0.281091945,0.1174680581,2,0.6577690023
159,Male,-0.526209393,-0.9779684,-1.788548664,Lawyer,-0.791009305,-0.897374776,1,2.2831254593
160,Female,-0.666907091,-0.540709926,0.7888944944,Artist,-0.281091945,-0.389953359,2,0.9728673295
161,Female,0.2476279495,-2.22415505,-0.571422728,Artist,-0.791009305,-1.404796194,3,2.8682846286
162,Female,-0.702081516,-1.327775179,1.1468727108,Healthcare,-0.791009305,0.6248894753,2,1.3428931619
163,Male,-1.053825762,-1.655719034,-1.645357377,Executive,-1.045967986,0.6248894753,3,2.5075210142
164,Female,-0.631732667,-1.152871789,1.5048509272,Healthcare,-0.791009305,0.6248894753,2,1.4422994818
165,Male,0.0365814016,-1.39336395,-0.893603123,Doctor,-1.045967986,-0.897374776,3,2.0924759076
166,Female,-0.455860543,-1.240323484,0.8604901377,Artist,0.2288254155,-0.389953359,2,1.1664635518
167,Male,-0.244813995,-0.693750392,-1.108390053,Homemaker,1.2486601363,-0.389953359,1,1.5080681243
168,Female,-0.561383817,-0.606298697,1.5764465705,Artist,-1.045967986,0.6248894753,2,1.5495992137
169,Female,-0.455860543,-1.174734713,-0.857805301,Artist,-1.045967986,-0.389953359,3,1.8830669042
170,Male,-0.596558242,-2.420921363,0.430916278,Artist,-0.536050625,-0.897374776,2,2.4280039743
171,Male,-0.315162845,-0.912379629,-1.358974804,Artist,-0.281091945,0.6248894753,3,1.3384544998
172,Male,-0.73725594,-2.333469668,0.8604901377,Executive,-1.045967986,-0.897374776,2,2.5581098324
173,Male,-0.455860543,-0.693750392,-1.466368269,Lawyer,-1.045967986,-0.897374776,3,2.1404043177
174,Male,-0.455860543,-0.256491918,1.4690531055,Artist,0.2288254155,-0.897374776,4,1.4621488868
175,Female,0.1069302509,-1.983662889,-1.358974804,Lawyer,-1.045967986,-0.897374776,3,2.5246712319
176,Female,-0.666907091,-1.8087595,1.2542661757,Artist,-0.281091945,0.1174680581,2,1.5253516865
177,Male,0.3179767987,-1.786896576,-1.287379161,Engineer,1.7585774967,-1.404796194,1,2.9871870681
178,Male,-0.772430365,-1.437089797,0.6457032078,Healthcare,-0.536050625,1.1323108925,2,1.3072415596
179,Male,0.3531512234,-0.540709926,-1.323176982,Healthcare,-0.026133265,-0.389953359,3,1.2232698759
180,Male,-0.491034968,-1.502678568,1.3974574623,Engineer,0.9937014561,-1.404796194,2,2.413807317
181,Female,-0.420686119,-1.131008866,-0.678816193,Artist,0.7387427759,-0.897374776,1,1.7302119865
182,Female,-0.596558242,-1.087283018,1.2542661757,Entertainment,0.7387427759,0.6248894753,2,1.0550767024
183,Male,-0.104116297,-2.180429202,-1.287379161,Artist,0.7387427759,-1.404796194,1,2.9557147555
184,Female,-0.702081516,-0.9779684,1.325861819,Artist,-0.026133265,0.1174680581,2,0.925531372
185,Female,-0.27998842,-1.568267339,-0.428231441,Artist,-0.791009305,-1.404796194,4,2.5542749209
186,Male,-0.666907091,-0.846790858,1.6480422137,Artist,0.4837840957,-0.897374776,2,1.7764113223
187,Female,0.1772791002,-2.114840431,-0.965198766,Lawyer,-0.791009305,-0.897374776,3,2.4804913515
188,Male,-0.73725594,-1.458952721,0.6099053862,Doctor,0.2288254155,-0.389953359,2,1.2581476208
189,Female,-0.27998842,-0.759339163,-1.215783517,Engineer,0.9937014561,-0.897374776,1,1.5338804591
190,Female,-0.455860543,-0.343943613,1.2184683541,Artist,-0.026133265,-0.897374776,4,1.3335202954
191,Female,-0.526209393,-0.409532384,-1.000996588,Artist,0.2288254155,-0.389953359,1,1.0206081689
192,Female,-0.596558242,-0.278354842,0.6457032078,Artist,0.9937014561,-0.897374776,2,1.6344281758
193,Male,-0.561383817,-0.322080689,-1.537963912,Executive,1.2486601363,-0.897374776,1,1.3821485542
194,Female,-0.385511694,-1.437089797,1.4332552839,Artist,1.5036188165,0.1174680581,2,1.889901276
195,Female,-0.068941872,-2.246017973,-1.251581339,Artist,0.7387427759,-0.897374776,3,2.8442336984
196,Female,-0.491034968,-1.415226873,1.0036814242,Executive,-0.791009305,-0.389953359,2,1.6039101831
197,Female,-0.139290722,-0.715613316,-0.822007479,Artist,-1.045967986,-0.897374776,3,1.8679207713
198,Male,-0.596558242,-2.333469668,0.824692316,Artist,-0.791009305,0.6248894753,2,2.0411746856
199,Male,-0.596558242,-0.650024544,-1.179985696,Executive,-0.791009305,-0.897374776,1,1.8674425234
200,Male,-0.666907091,-1.699444881,1.1468727108,Artist,-0.026133265,-0.897374776,2,1.8766065153
201,Female,-0.983476913,-1.546404416,-1.466368269,Healthcare,-1.045967986,-0.389953359,3,2.5184790035
202,Male,-0.526209393,-0.56257285,-1.251581339,Healthcare,1.2486601363,-0.389953359,1,1.3694955164
203,Female,-1.159349036,-1.109145942,-1.824346485,Engineer,0.4837840957,2.1471537269,3,2.9040379038
204,Female,0.9511164422,-1.109145942,-0.428231441,Healthcare,-0.026133265,-0.897374776,3,1.7770236335
205,Female,0.4586744973,-1.043557171,0.2877249914,Entertainment,-1.045967986,-0.897374776,4,1.7255740651
206,Female,0.4938489219,-2.202292126,0.03714024,Healthcare,0.9937014561,-0.389953359,2,2.4507325465
207,Female,-1.053825762,-1.21846056,0.3593206347,Healthcare,-1.045967986,-0.389953359,2,1.6661344786
208,Male,-0.104116297,-0.38766946,-1.394772626,Artist,-0.536050625,-1.404796194,1,1.9032741506
209,Female,-0.033767448,-2.092977508,-1.573761734,Doctor,-1.045967986,-0.897374776,3,2.6930353241
210,Female,1.0918141408,-1.568267339,-0.643018371,Engineer,1.2486601363,0.1174680581,3,2.1620258265
211,Female,-1.686965406,-1.174734713,1.5048509272,Engineer,-0.791009305,-0.897374776,2,2.2086714199
212,Female,-1.72213983,-1.939937042,1.4690531055,Artist,-0.536050625,-1.404796194,2,2.7695755181
213,Male,1.3028606886,-2.158566279,0.6815010295,Marketing,-0.536050625,0.1174680581,3,2.5353509618
214,Male,0.001406977,-1.327775179,1.1110748891,Lawyer,0.9937014561,-1.404796194,4,2.2925772735
215,Male,-0.033767448,-0.343943613,0.6099053862,Doctor,-0.536050625,0.1174680581,2,1.0410526123
216,Female,-0.104116297,-0.9779684,0.6815010295,Healthcare,-0.281091945,-0.389953359,2,1.2169546234
217,Male,1.0566397161,-1.983662889,-0.39243362,Doctor,0.4837840957,-0.897374776,3,2.476147031
218,Female,1.1973374147,-1.655719034,1.719637857,Doctor,0.9937014561,-0.897374776,4,2.668018499
219,Female,0.5993721958,-0.868653781,-0.60722055,Executive,1.2486601363,-0.897374776,1,2.100194608
220,Female,0.3531512234,-0.759339163,0.3593206347,,1.2486601363,-1.404796194,4,1.9998562191
221,Female,-0.350337269,-0.584435773,-0.643018371,Artist,0.2288254155,-0.389953359,1,1.2195095436
222,Female,1.6194305103,-0.846790858,0.0013424183,Engineer,-0.026133265,-0.897374776,4,1.8182927706
223,Male,-0.209639571,-1.699444881,0.1445337049,Artist,-0.026133265,-0.389953359,2,1.6036936669
224,Female,1.5490816611,-0.38766946,-0.499827085,Healthcare,-0.791009305,0.6248894753,3,1.0524257424
225,Female,-0.315162845,-0.606298697,-0.106051047,Homemaker,-0.026133265,-1.404796194,4,1.678931018
226,Female,1.0214652915,-1.918074118,-1.537963912,Engineer,-0.791009305,-1.404796194,3,2.7674458445
227,Female,-0.842779214,-1.546404416,0.9320857809,Artist,0.2288254155,0.1174680581,2,1.1228948425
228,Male,0.9511164422,-0.475121155,1.2542661757,Healthcare,1.2486601363,0.1174680581,4,1.9453071572
229,Male,-1.72213983,-1.699444881,0.4667140996,Marketing,-0.791009305,-1.404796194,2,2.5967392628
230,Male,-1.194523461,-0.365806537,-0.750411836,Healthcare,0.7387427759,-0.897374776,1,1.0682079926
231,Female,-1.511093282,-0.38766946,0.0729380616,Lawyer,0.9937014561,-0.897374776,1,1.5704182363
232,Male,1.2325118393,-2.267880897,-0.822007479,Healthcare,-1.045967986,0.1174680581,3,2.2824564299
233,Female,0.6345466205,-2.027388737,1.325861819,Lawyer,-1.045967986,-0.897374776,4,2.6504041916
234,Female,1.0214652915,-2.355332592,-1.323176982,Healthcare,-1.045967986,0.1174680581,3,2.3874560853
235,Female,-1.581442132,-0.584435773,0.1087358832,Artist,1.2486601363,-1.404796194,1,1.9978686563
236,Female,-0.702081516,-1.065420094,-0.60722055,Healthcare,-1.045967986,0.1174680581,3,1.8079361426
237,Male,1.4787328118,-2.22415505,1.6122443921,Healthcare,-0.791009305,0.6248894753,2,3.0902950946
238,Male,1.6194305103,-1.63385611,-0.571422728,,-1.045967986,0.1174680581,3,1.9094302486
239,Male,0.2124535248,-1.611993187,0.824692316,Lawyer,-0.791009305,0.1174680581,2,1.7448793527
240,Female,-1.229697885,-1.327775179,-1.430570447,Artist,-0.791009305,-0.897374776,1,2.4392915857
241,Male,1.5139072364,-0.606298697,-1.251581339,Executive,-0.791009305,0.6248894753,3,1.164283534
242,Female,0.5641977712,-0.693750392,-1.215783517,Artist,-1.045967986,-0.389953359,3,1.3588294263
243,Female,1.2325118393,-1.546404416,-1.323176982,Healthcare,-0.791009305,0.1174680581,3,1.6758558019
244,Female,0.9862908669,-1.39336395,0.2519271698,Artist,-1.045967986,1.1323108925,3,1.8235868178
245,Female,0.1421046755,-2.333469668,-1.108390053,Artist,-1.045967986,0.1174680581,3,2.3526604915
246,Female,-0.73725594,-1.590130263,0.8604901377,Entertainment,0.7387427759,-0.897374776,2,1.8387263807
247,Male,-0.913128064,-2.420921363,1.6122443921,Doctor,-0.791009305,-0.389953359,2,2.4865365113
248,Female,-0.596558242,-2.267880897,-1.251581339,Artist,-0.791009305,-0.897374776,3,2.8806756041
249,Female,-0.420686119,-1.524541492,-1.752750842,Artist,-0.791009305,-0.897374776,3,2.4824606693
250,Female,1.4083839625,-0.999831323,-1.824346485,Engineer,-1.045967986,0.6248894753,3,1.6866633472
251,Male,1.0918141408,-1.983662889,1.5048509272,Engineer,-0.791009305,-0.389953359,4,2.6483107652
252,Female,-0.772430365,-1.458952721,0.5025119213,Doctor,0.9937014561,-1.404796194,2,2.2547126477
253,Female,1.0214652915,-2.355332592,-1.323176982,Artist,0.2288254155,0.1174680581,3,2.3438093706
254,Female,1.3028606886,-0.846790858,-1.358974804,Lawyer,0.7387427759,-0.389953359,3,1.7888106864
255,Female,-0.104116297,-1.830622423,-0.678816193,Engineer,-0.026133265,0.1174680581,3,1.8526263455
256,Male,0.3531512234,-0.56257285,-0.070253225,Lawyer,-0.026133265,-0.897374776,4,1.2303243573
257,Male,-1.300046735,-1.590130263,-1.179985696,Executive,1.5036188165,-1.404796194,1,2.5578903072
258,Male,1.0566397161,-0.824927934,1.6122443921,Homemaker,0.4837840957,1.6397323097,2,2.3928313867
